Postal Code,Name,Poverty Estimate,Poverty Percent
MO,Dunklin County,"5,682",20.2
MO,Franklin County,"9,353",9.1
MO,Gasconade County,"1,602",11.2
MO,Gentry County,821,13.0
MO,Greene County,"40,491",14.3
MO,Grundy County,"1,398",15.1
MO,Harrison County,"1,455",17.8
MO,Henry County,"2,960",13.6
MO,Hickory County,"1,862",19.6
MO,Holt County,501,12.2
MO,Howard County,"1,181",12.7
MO,Howell County,"7,285",18.4
MO,Iron County,"1,913",19.5
MO,Jackson County,"86,479",12.4
MO,Jasper County,"18,117",15.2
MO,Jefferson County,"19,991",8.9
MO,Johnson County,"5,453",10.8
MO,Knox County,548,14.2
MO,Laclede County,"5,778",16.3
MO,Lafayette County,"3,352",10.4
MO,Lawrence County,"5,712",15.2
MO,Lewis County,"1,307",14.4
MO,Lincoln County,"5,604",9.4
MO,Linn County,"1,707",14.7
MO,Livingston County,"1,684",12.8
MO,McDonald County,"3,996",17.6
MO,Macon County,"1,912",13.0
MO,Madison County,"1,935",16.3
MO,Maries County,"1,121",12.9
MO,Marion County,"3,890",14.3
MO,Mercer County,477,13.6
MO,Miller County,"3,542",13.9
MO,Mississippi County,"2,148",19.1
MO,Moniteau County,"1,699",11.6
MO,Monroe County,"1,115",13.0
MO,Montgomery County,"1,415",13.0
MO,Morgan County,"3,061",15.0
MO,New Madrid County,"3,080",18.9
MO,Newton County,"7,978",13.9
MO,Nodaway County,"2,785",15.2
MO,Oregon County,"2,249",22.0
MO,Osage County,"1,115",8.5
MO,Ozark County,"1,828",20.3
MO,Pemiscot County,"5,429",35.3
MO,Perry County,"2,212",11.7
MO,Pettis County,"6,452",15.5
MO,Phelps County,"7,249",17.5
MO,Pike County,"2,384",14.9
MO,Platte County,"5,704",5.4
MO,Polk County,"4,830",15.6
MO,Pulaski County,"5,311",12.5
MO,Putnam County,702,15.2
MO,Ralls County,"1,167",11.4
MO,Randolph County,"2,676",12.1
MO,Ray County,"2,261",10.0
MO,Reynolds County,"1,177",19.4
MO,Ripley County,"2,808",21.3
MO,St. Charles County,"20,179",5.0
MO,St. Clair County,"1,770",18.7
MO,Ste. Genevieve County,"1,582",9.0
MO,St. Francois County,"9,762",16.2
MO,St. Louis County,"88,893",9.1
MO,Saline County,"2,807",13.1
MO,Schuyler County,675,15.2
MO,Scotland County,683,14.3
MO,Scott County,"5,488",14.6
MO,Shannon County,"1,771",21.8
MO,Shelby County,834,14.6
MO,Stoddard County,"4,787",16.8
MO,Stone County,"4,573",14.2
MO,Sullivan County,927,15.6
MO,Taney County,"8,497",15.6
MO,Texas County,"4,744",20.3
MO,Vernon County,"2,933",15.0
MO,Warren County,"3,277",9.0
MO,Washington County,"4,559",19.4
MO,Wayne County,"2,927",23.2
MO,Webster County,"5,847",15.0
MO,Worth County,262,13.8
MO,Wright County,"3,296",18.3
MO,St. Louis city,"59,993",20.8
MT,Montana,"130,711",12.4
MT,Beaverhead County,"1,200",13.3
MT,Big Horn County,"3,734",28.9
MT,Blaine County,"1,358",20.9
MT,Broadwater County,579,9.1
MT,Carbon County,"1,212",11.2
MT,Carter County,179,14.7
MT,Cascade County,"10,727",13.5
MT,Chouteau County,851,15.1
MT,Custer County,"1,248",11.5
MT,Daniels County,179,11.2
MT,Dawson County,875,10.8
MT,Deer Lodge County,"1,529",17.9
MT,Fallon County,262,9.4
MT,Fergus County,"1,469",13.6
MT,Flathead County,"11,014",10.5
MT,Gallatin County,"9,972",8.8
MT,Garfield County,190,15.0
MT,Glacier County,"3,238",24.3
MT,Golden Valley County,150,18.6
MT,Granite County,418,12.7
MT,Hill County,"3,024",18.9
MT,Jefferson County,815,6.7
MT,Judith Basin County,313,15.7
MT,Lake County,"5,612",18.3
MT,Lewis and Clark County,"6,994",10.2
MT,Liberty County,435,19.0
MT,Lincoln County,"3,598",17.9
MT,McCone County,236,14.5
MT,Madison County,878,9.9
MT,Meagher County,295,16.6
MT,Mineral County,672,14.9
MT,Missoula County,"14,029",11.8
MT,Musselshell County,712,15.4
MT,Park County,"1,820",10.9
MT,Petroleum County,75,15.0
MT,Phillips County,576,14.9
MT,Pondera County,"1,043",18.5
MT,Powder River County,206,12.6
MT,Powell County,843,16.5
MT,Prairie County,133,12.8
MT,Ravalli County,"5,075",11.3
MT,Richland County,882,8.0
MT,Roosevelt County,"2,572",23.8
MT,Rosebud County,"1,535",17.5
MT,Sanders County,"1,955",16.3
MT,Sheridan County,376,11.8
MT,Silver Bow County,"4,528",13.2
MT,Stillwater County,766,7.8
MT,Sweet Grass County,338,9.3
MT,Teton County,755,12.4
MT,Toole County,642,15.8
MT,Treasure County,87,12.5
MT,Valley County,972,13.4
MT,Wheatland County,440,20.9
MT,Wibaux County,107,11.7
MT,Yellowstone County,"16,988",10.6
NE,Nebraska,"172,623",9.2
NE,Adams County,"3,062",10.2
NE,Antelope County,647,10.4
NE,Arthur County,57,12.3
NE,Banner County,79,10.1
NE,Blaine County,61,13.3
NE,Boone County,435,8.7
NE,Box Butte County,"1,002",9.5
NE,Boyd County,235,12.9
NE,Brown County,317,10.8
NE,Buffalo County,"4,525",9.5
NE,Burt County,731,11.5
NE,Butler County,582,7.5
NE,Cass County,"1,538",5.9
NE,Cedar County,703,8.5
NE,Chase County,309,8.2
NE,Cherry County,649,11.4
NE,Cheyenne County,905,10.0
NE,Clay County,556,9.1
NE,Colfax County,863,8.2
NE,Cuming County,681,7.9
NE,Custer County,"1,027",9.8
NE,Dakota County,"1,952",9.9
NE,Dawes County,"1,120",14.7
NE,Dawson County,"1,980",8.6
NE,Deuel County,184,10.3
NE,Dixon County,435,7.9
NE,Dodge County,"3,408",9.7
NE,Douglas County,"55,209",9.8
NE,Dundy County,201,12.2
NE,Fillmore County,452,8.5
NE,Franklin County,303,10.4
NE,Frontier County,321,13.0
NE,Furnas County,459,10.0
NE,Gage County,"1,799",8.5
NE,Garden County,253,13.9
NE,Garfield County,219,11.6
NE,Gosper County,154,7.9
NE,Grant County,58,9.2
NE,Greeley County,274,12.2
NE,Hall County,"7,093",11.8
NE,Hamilton County,606,6.7
NE,Harlan County,321,9.9
NE,Hayes County,134,14.7
NE,Hitchcock County,328,12.0
NE,Holt County,"1,071",10.9
NE,Hooker County,49,7.9
NE,Howard County,564,8.8
NE,Jefferson County,687,9.9
NE,Johnson County,489,12.3
NE,Kearney County,495,7.6
NE,Keith County,928,11.7
NE,Keya Paha County,131,17.3
NE,Kimball County,377,11.0
NE,Knox County,"1,100",13.6
NE,Lancaster County,"28,584",9.4
NE,Lincoln County,"3,168",9.4
NE,Logan County,69,9.3
NE,Loup County,98,15.1
NE,McPherson County,62,13.1
NE,Madison County,"3,564",10.6
NE,Merrick County,734,9.6
NE,Morrill County,567,12.5
NE,Nance County,391,11.4
NE,Nemaha County,769,11.8
NE,Nuckolls County,399,9.8
NE,Otoe County,"1,322",8.4
NE,Pawnee County,325,12.7
NE,Perkins County,283,10.0
NE,Phelps County,993,11.3
NE,Pierce County,575,8.2
NE,Platte County,"2,181",6.6
NE,Polk County,370,7.3
NE,Red Willow County,968,9.5
NE,Richardson County,721,9.5
NE,Rock County,180,13.3
NE,Saline County,"1,046",8.0
NE,Sarpy County,"9,104",4.9
NE,Saunders County,"1,217",5.7
NE,Scotts Bluff County,"4,287",12.4
NE,Seward County,"1,087",6.8
NE,Sheridan County,691,13.8
NE,Sherman County,332,11.4
NE,Sioux County,183,15.3
NE,Stanton County,404,6.9
NE,Thayer County,471,9.8
NE,Thomas County,91,12.3
NE,Thurston County,"1,299",18.2
NE,Valley County,455,11.2
NE,Washington County,"1,104",5.3
NE,Wayne County,798,9.5
NE,Webster County,335,10.2
NE,Wheeler County,98,12.4
NE,York County,"1,175",9.3
NV,Nevada,"386,817",12.5
NV,Churchill County,"2,581",10.3
NV,Clark County,"301,418",13.2
NV,Douglas County,"3,893",8.0
NV,Elko County,"5,815",11.2
NV,Esmeralda County,127,14.4
NV,Eureka County,213,10.3
NV,Humboldt County,"1,648",9.8
NV,Lander County,516,9.4
NV,Lincoln County,647,13.2
NV,Lyon County,"5,814",10.1
NV,Mineral County,687,15.4
NV,Nye County,"6,651",14.2
NV,Pershing County,880,18.1
NV,Storey County,328,7.8
NV,Washoe County,"47,922",10.2
NV,White Pine County,"1,021",12.3
NV,Carson City,"6,656",12.5
NH,New Hampshire,"92,404",7.0
NH,Belknap County,"4,472",7.4
NH,Carroll County,"3,633",7.5
NH,Cheshire County,"6,379",8.8
NH,Coos County,"3,828",13.1
NH,Grafton County,"7,217",8.6
NH,Hillsborough County,"29,194",7.1
NH,Merrimack County,"9,764",6.7
NH,Rockingham County,"14,099",4.6
NH,Strafford County,"10,032",8.2
NH,Sullivan County,"3,786",8.9
NJ,New Jersey,"818,389",9.4
NJ,Atlantic County,"35,571",13.8
NJ,Bergen County,"59,225",6.4
NJ,Burlington County,"25,900",6.0
NJ,Camden County,"61,747",12.4
NJ,Cape May County,"8,546",9.6
NJ,Cumberland County,"18,073",13.1
NJ,Essex County,"111,465",14.3
NJ,Gloucester County,"20,136",7.0
NJ,Hudson County,"86,854",13.1
NJ,Hunterdon County,"4,932",4.1
NJ,Mercer County,"33,028",9.5
NJ,Middlesex County,"59,132",7.4
NJ,Monmouth County,"35,894",5.9
NJ,Morris County,"22,653",4.7
NJ,Ocean County,"63,592",10.5
NJ,Passaic County,"83,071",16.9
NJ,Salem County,"7,466",12.2
NJ,Somerset County,"15,563",4.8
NJ,Sussex County,"7,486",5.4
NJ,Union County,"50,517",9.2
NJ,Warren County,"7,539",7.3
NM,New Mexico,"346,455",16.8
NM,Bernalillo County,"102,304",15.3
NM,Catron County,820,22.8
NM,Chaves County,"12,054",19.2
NM,Cibola County,"5,972",25.1
NM,Colfax County,"1,973",17.2
NM,Curry County,"7,011",14.9
NM,DeBaca County,282,17.0
NM,Dona Ana County,"44,372",20.5
NM,Eddy County,"7,379",12.8
NM,Grant County,"5,266",20.0
NM,Guadalupe County,843,22.8
NM,Harding County,96,15.1
NM,Hidalgo County,796,19.8
NM,Lea County,"8,713",12.6
NM,Lincoln County,"3,340",16.9
NM,Los Alamos County,642,3.3
NM,Luna County,"5,187",22.3
NM,McKinley County,"22,414",32.0
NM,Mora County,884,19.8
NM,Otero County,"10,168",15.5
NM,Quay County,"1,794",22.0
NM,Rio Arriba County,"7,510",19.7
NM,Roosevelt County,"3,133",18.2
NM,Sandoval County,"15,305",10.4
NM,San Juan County,"26,171",21.5
NM,San Miguel County,"5,456",20.9
NM,Santa Fe County,"18,645",12.5
NM,Sierra County,"2,335",22.1
NM,Socorro County,"4,000",25.1
NM,Taos County,"6,094",18.9
NM,Torrance County,"3,164",21.4
NM,Union County,634,19.0
NM,Valencia County,"11,697",15.5
NY,New York,"2,401,141",12.7
NY,Albany County,"32,736",11.3
NY,Allegany County,"6,238",15.1
NY,Bronx County,"333,670",24.4
NY,Broome County,"32,931",18.4
NY,Cattaraugus County,"11,951",16.3
NY,Cayuga County,"8,481",11.7
NY,Chautauqua County,"17,909",14.8
NY,Chemung County,"11,438",14.5
NY,Chenango County,"5,283",11.5
NY,Clinton County,"8,188",11.1
NY,Columbia County,"5,961",10.2
NY,Cortland County,"5,086",11.7
NY,Delaware County,"5,345",12.8
NY,Dutchess County,"22,960",8.3
NY,Erie County,"117,938",13.2
NY,Essex County,"3,565",10.2
NY,Franklin County,"7,016",15.9
NY,Fulton County,"7,184",13.9
NY,Genesee County,"5,631",10.2
NY,Greene County,"4,961",11.2
NY,Hamilton County,378,8.7
NY,Herkimer County,"7,192",12.1
NY,Jefferson County,"13,411",13.1
NY,Kings County,"446,856",17.8
NY,Lewis County,"2,942",11.4
NY,Livingston County,"5,828",10.3
NY,Madison County,"6,878",10.4
NY,Monroe County,"100,122",13.9
NY,Montgomery County,"5,735",11.9
NY,Nassau County,"75,628",5.7
NY,New York County,"255,059",16.3
NY,Niagara County,"23,934",11.7
NY,Oneida County,"26,660",12.4
NY,Onondaga County,"56,835",12.8
NY,Ontario County,"9,389",8.8
NY,Orange County,"39,859",10.6
NY,Orleans County,"4,978",13.2
NY,Oswego County,"15,935",14.2
NY,Otsego County,"6,914",12.8
NY,Putnam County,"5,516",5.7
NY,Queens County,"226,286",10.3
NY,Rensselaer County,"15,925",10.4
NY,Richmond County,"49,625",10.6
NY,Rockland County,"46,407",14.4
NY,St. Lawrence County,"14,263",14.7
NY,Saratoga County,"14,249",6.3
NY,Schenectady County,"16,562",10.9
NY,Schoharie County,"3,281",11.0
NY,Schuyler County,"2,055",11.8
NY,Seneca County,"3,802",12.1
NY,Steuben County,"11,291",12.1
NY,Suffolk County,"87,692",6.1
NY,Sullivan County,"9,364",12.7
NY,Tioga County,"4,420",9.3
NY,Tompkins County,"10,927",12.4
NY,Ulster County,"21,559",12.7
NY,Warren County,"5,614",8.9
NY,Washington County,"6,426",11.2
NY,Wayne County,"8,589",9.7
NY,Westchester County,"71,781",7.6
NY,Wyoming County,"3,481",9.6
NY,Yates County,"3,022",12.9
NC,North Carolina,"1,329,685",12.9
NC,Alamance County,"24,978",15.1
NC,Alexander County,"4,248",11.8
NC,Alleghany County,"2,004",18.1
NC,Anson County,"4,692",20.7
NC,Ashe County,"3,913",14.5
NC,Avery County,"2,398",15.8
NC,Beaufort County,"8,434",18.1
NC,Bertie County,"3,916",22.8
NC,Bladen County,"7,045",21.6
NC,Brunswick County,"16,628",11.2
NC,Buncombe County,"35,693",13.9
NC,Burke County,"16,166",18.4
NC,Cabarrus County,"17,543",8.0
NC,Caldwell County,"10,557",13.0
NC,Camden County,806,7.4
NC,Carteret County,"6,394",9.3
NC,Caswell County,"3,287",15.4
NC,Catawba County,"18,349",11.6
NC,Chatham County,"7,186",9.6
NC,Cherokee County,"4,337",15.1
NC,Chowan County,"2,350",17.3
NC,Clay County,"1,862",16.4
NC,Cleveland County,"14,524",15.0
NC,Columbus County,"11,012",21.3
NC,Craven County,"12,681",13.2
NC,Cumberland County,"58,933",18.5
NC,Currituck County,"2,772",9.6
NC,Dare County,"3,262",8.8
NC,Davidson County,"20,044",12.0
NC,Davie County,"4,121",9.6
NC,Duplin County,"10,643",18.3
NC,Durham County,"36,583",11.7
NC,Edgecombe County,"12,004",24.1
NC,Forsyth County,"48,382",13.0
NC,Franklin County,"8,429",12.0
NC,Gaston County,"26,261",11.8
NC,Gates County,"1,503",13.2
NC,Graham County,"1,382",16.6
NC,Granville County,"8,601",15.0
NC,Greene County,"3,924",21.3
NC,Guilford County,"69,163",13.3
NC,Halifax County,"11,495",23.9
NC,Harnett County,"19,195",14.4
NC,Haywood County,"8,503",13.6
NC,Henderson County,"12,915",11.0
NC,Hertford County,"4,279",20.7
NC,Hoke County,"8,207",15.0
NC,Hyde County,855,20.0
NC,Iredell County,"17,955",9.7
NC,Jackson County,"6,603",16.6
NC,Johnston County,"24,359",11.4
NC,Jones County,"1,669",18.3
NC,Lee County,"9,411",15.4
NC,Lenoir County,"9,459",17.2
NC,Lincoln County,"10,351",11.9
NC,McDowell County,"6,759",15.2
NC,Macon County,"4,600",12.9
NC,Madison County,"2,917",14.0
NC,Martin County,"4,424",20.1
NC,Mecklenburg County,"122,098",11.0
NC,Mitchell County,"2,052",14.0
NC,Montgomery County,"4,200",16.0
NC,Moore County,"9,555",9.3
NC,Nash County,"13,775",14.9
NC,New Hanover County,"23,331",10.2
NC,Northampton County,"4,046",21.7
NC,Onslow County,"22,293",12.5
NC,Orange County,"14,297",10.3
NC,Pamlico County,"1,759",14.7
NC,Pasquotank County,"5,364",14.0
NC,Pender County,"7,830",12.3
NC,Perquimans County,"1,959",14.4
NC,Person County,"5,310",13.5
NC,Pitt County,"30,096",17.1
NC,Polk County,"2,492",12.0
NC,Randolph County,"20,279",14.2
NC,Richmond County,"9,339",21.5
NC,Robeson County,"33,424",26.6
NC,Rockingham County,"12,458",13.8
NC,Rowan County,"19,964",14.4
NC,Rutherford County,"12,614",19.1
NC,Sampson County,"13,195",21.2
NC,Scotland County,"9,506",29.7
NC,Stanly County,"8,859",14.5
NC,Stokes County,"5,467",12.1
NC,Surry County,"10,915",15.4
NC,Swain County,"1,931",13.9
NC,Transylvania County,"4,250",12.6
NC,Tyrrell County,701,20.8
NC,Union County,"16,946",7.0
NC,Vance County,"9,382",21.3
NC,Wake County,"82,129",7.4
NC,Warren County,"4,242",22.8
NC,Washington County,"2,752",24.3
NC,Watauga County,"8,022",15.8
NC,Wayne County,"18,039",14.9
NC,Wilkes County,"9,671",14.4
NC,Wilson County,"16,994",21.2
NC,Yadkin County,"4,509",12.1
NC,Yancey County,"2,677",14.9
ND,North Dakota,"75,781",10.2
ND,Adams County,232,10.8
ND,Barnes County,975,9.9
ND,Benson County,"1,627",24.2
ND,Billings County,89,10.0
ND,Bottineau County,587,9.7
ND,Bowman County,261,8.9
ND,Burke County,166,7.9
ND,Burleigh County,"7,934",8.6
ND,Cass County,"17,324",9.7
ND,Cavalier County,308,8.5
ND,Dickey County,460,10.2
ND,Divide County,237,10.7
ND,Dunn County,442,10.0
ND,Eddy County,236,11.2
ND,Emmons County,430,13.7
ND,Foster County,247,7.9
ND,Golden Valley County,185,11.0
ND,Grand Forks County,"8,467",12.7
ND,Grant County,297,13.5
ND,Griggs County,208,9.6
ND,Hettinger County,267,11.6
ND,Kidder County,332,13.5
ND,LaMoure County,434,10.9
ND,Logan County,265,14.5
ND,McHenry County,677,12.0
ND,McIntosh County,287,12.2
ND,McKenzie County,"1,130",7.5
ND,McLean County,782,8.4
ND,Mercer County,646,8.0
ND,Morton County,"2,565",8.3
ND,Mountrail County,"1,150",11.0
ND,Nelson County,265,9.8
ND,Oliver County,206,10.7
ND,Pembina County,496,7.6
ND,Pierce County,406,11.0
ND,Ramsey County,"1,335",12.2
ND,Ransom County,464,9.3
ND,Renville County,171,7.7
ND,Richland County,"1,441",9.4
ND,Rolette County,"2,983",21.3
ND,Sargent County,287,7.4
ND,Sheridan County,211,16.6
ND,Sioux County,"1,158",28.3
ND,Slope County,101,13.5
ND,Stark County,"3,145",10.0
ND,Steele County,148,7.9
ND,Stutsman County,"2,007",10.6
ND,Towner County,203,9.8
ND,Traill County,533,7.0
ND,Walsh County,"1,084",10.6
ND,Ward County,"5,829",8.9
ND,Wells County,396,10.9
ND,Williams County,"3,665",9.6
OH,Ohio,"1,428,219",12.6
OH,Adams County,"5,592",20.6
OH,Allen County,"12,387",12.9
OH,Ashland County,"5,835",11.4
OH,Ashtabula County,"15,354",16.5
OH,Athens County,"12,301",22.0
OH,Auglaize County,"2,637",5.9
OH,Belmont County,"7,893",12.7
OH,Brown County,"5,805",13.6
OH,Butler County,"37,769",10.1
OH,Carroll County,"3,061",11.6
OH,Champaign County,"3,839",10.1
OH,Clark County,"18,577",14.3
OH,Clermont County,"18,827",9.2
OH,Clinton County,"4,611",11.3
OH,Columbiana County,"13,512",13.9
OH,Coshocton County,"5,343",14.9
OH,Crawford County,"4,895",12.1
OH,Cuyahoga County,"183,748",15.3
OH,Darke County,"5,158",10.2
OH,Defiance County,"3,132",8.5
OH,Delaware County,"7,876",3.7
OH,Erie County,"7,837",10.9
OH,Fairfield County,"11,809",7.5
OH,Fayette County,"3,859",13.8
OH,Franklin County,"199,428",15.4
OH,Fulton County,"3,422",8.3
OH,Gallia County,"4,646",16.1
OH,Geauga County,"5,752",6.2
OH,Greene County,"14,570",9.0
OH,Guernsey County,"5,185",13.5
OH,Hamilton County,"101,099",12.7
OH,Hancock County,"6,868",9.3
OH,Hardin County,"4,448",15.1
OH,Harrison County,"2,019",13.7
OH,Henry County,"2,121",8.0
OH,Highland County,"6,357",14.9
OH,Hocking County,"4,081",14.7
OH,Holmes County,"3,612",8.4
OH,Huron County,"5,618",9.8
OH,Jackson County,"5,095",15.9
OH,Jefferson County,"9,593",15.3
OH,Knox County,"6,440",10.9
OH,Lake County,"17,854",7.9
OH,Lawrence County,"11,521",19.8
OH,Licking County,"17,039",9.8
OH,Logan County,"4,513",10.1
OH,Lorain County,"36,055",11.9
OH,Lucas County,"73,336",17.5
OH,Madison County,"3,795",9.5
OH,Mahoning County,"34,336",15.8
OH,Marion County,"8,471",14.3
OH,Medina County,"10,598",5.9
OH,Meigs County,"4,215",18.8
OH,Mercer County,"2,240",5.5
OH,Miami County,"8,534",8.0
OH,Monroe County,"1,950",14.6
OH,Montgomery County,"75,773",14.7
OH,Morgan County,"2,104",15.0
OH,Morrow County,"3,137",9.0
OH,Muskingum County,"12,643",15.0
OH,Noble County,"1,753",15.0
OH,Ottawa County,"3,049",7.7
OH,Paulding County,"1,727",9.3
OH,Perry County,"4,683",13.1
OH,Pickaway County,"6,746",12.5
OH,Pike County,"4,724",17.4
OH,Portage County,"15,339",9.9
OH,Preble County,"3,546",8.8
OH,Putnam County,"2,174",6.5
OH,Richland County,"14,459",12.7
OH,Ross County,"10,636",15.0
OH,Sandusky County,"5,942",10.4
OH,Scioto County,"16,161",22.8
OH,Seneca County,"5,449",10.4
OH,Shelby County,"4,417",9.3
OH,Stark County,"47,524",13.2
OH,Summit County,"64,333",12.1
OH,Trumbull County,"30,489",15.8
OH,Tuscarawas County,"10,438",11.6
OH,Union County,"2,893",5.0
OH,Van Wert County,"2,045",7.4
OH,Vinton County,"2,066",16.1
OH,Warren County,"12,124",5.2
OH,Washington County,"7,772",13.4
OH,Wayne County,"10,127",9.0
OH,Williams County,"3,667",10.3
OH,Wood County,"12,315",9.9
OH,Wyandot County,"1,500",7.0
OK,Oklahoma,"552,168",14.3
OK,Adair County,"4,858",22.3
OK,Alfalfa County,730,15.7
OK,Atoka County,"2,442",18.6
OK,Beaver County,565,11.0
OK,Beckham County,"3,667",18.8
OK,Blaine County,"1,350",14.5
OK,Bryan County,"7,577",15.9
OK,Caddo County,"4,874",18.3
OK,Canadian County,"11,342",7.6
OK,Carter County,"8,986",19.0
OK,Cherokee County,"9,256",19.6
OK,Choctaw County,"2,807",19.5
OK,Cimarron County,323,15.1
OK,Cleveland County,"29,765",10.8
OK,Coal County,"1,064",19.3
OK,Comanche County,"17,465",15.8
OK,Cotton County,975,17.4
OK,Craig County,"2,350",17.5
OK,Creek County,"9,089",12.9
OK,Custer County,"3,470",12.8
OK,Delaware County,"7,716",18.1
OK,Dewey County,500,10.6
OK,Ellis County,424,11.2
OK,Garfield County,"7,015",11.8
OK,Garvin County,"4,557",16.7
OK,Grady County,"6,587",12.0
OK,Grant County,500,11.7
OK,Greer County,"1,048",22.9
OK,Harmon County,570,23.3
OK,Harper County,373,10.5
OK,Haskell County,"2,432",19.4
OK,Hughes County,"2,483",21.4
OK,Jackson County,"3,532",15.0
OK,Jefferson County,"1,030",17.8
OK,Johnston County,"1,921",18.3
OK,Kay County,"6,451",15.3
OK,Kingfisher County,"1,406",9.0
OK,Kiowa County,"1,541",18.0
OK,Latimer County,"1,518",15.9
OK,Le Flore County,"8,753",18.1
OK,Lincoln County,"4,783",13.8
OK,Logan County,"5,152",11.0
OK,Love County,"1,188",11.7
OK,McClain County,"4,280",10.4
OK,McCurtain County,"6,106",18.9
OK,McIntosh County,"4,345",22.5
OK,Major County,857,11.5
OK,Marshall County,"2,308",13.7
OK,Mayes County,"6,873",16.9
OK,Murray County,"1,943",14.3
OK,Muskogee County,"11,626",18.2
OK,Noble County,"1,298",11.8
OK,Nowata County,"1,635",16.5
OK,Okfuskee County,"2,333",21.7
OK,Oklahoma County,"119,595",15.2
OK,Okmulgee County,"5,361",14.6
OK,Osage County,"5,864",13.0
OK,Ottawa County,"5,522",18.5
OK,Pawnee County,"2,539",15.7
OK,Payne County,"14,878",20.1
OK,Pittsburg County,"6,809",16.5
OK,Pontotoc County,"5,279",14.4
OK,Pottawatomie County,"11,168",16.0
OK,Pushmataha County,"1,882",17.4
OK,Roger Mills County,479,13.5
OK,Rogers County,"7,784",8.5
OK,Seminole County,"4,996",21.2
OK,Sequoyah County,"6,936",16.9
OK,Stephens County,"7,502",17.7
OK,Texas County,"2,150",11.1
OK,Tillman County,"1,519",21.9
OK,Tulsa County,"82,694",12.8
OK,Wagoner County,"8,393",10.2
OK,Washington County,"7,596",14.8
OK,Washita County,"1,557",14.7
OK,Woods County,"1,155",15.1
OK,Woodward County,"2,470",13.3
OR,Oregon,"457,940",11.0
OR,Baker County,"2,308",14.5
OR,Benton County,"13,731",15.7
OR,Clackamas County,"28,451",6.8
OR,Clatsop County,"4,200",10.5
OR,Columbia County,"4,825",9.2
OR,Coos County,"9,796",15.4
OR,Crook County,"2,564",10.3
OR,Curry County,"3,353",14.5
OR,Deschutes County,"16,321",8.1
OR,Douglas County,"14,607",13.3
OR,Gilliam County,209,10.7
OR,Grant County,987,13.9
OR,Harney County,906,12.6
OR,Hood River County,"1,948",8.5
OR,Jackson County,"26,011",11.9
OR,Jefferson County,"2,993",12.5
OR,Josephine County,"13,747",15.8
OR,Klamath County,"13,307",19.7
OR,Lake County,"1,179",15.7
OR,Lane County,"54,433",14.5
OR,Lincoln County,"7,177",14.4
OR,Linn County,"14,667",11.3
OR,Malheur County,"5,396",19.5
OR,Marion County,"41,191",12.1
OR,Morrow County,"1,337",11.5
OR,Multnomah County,"89,646",11.2
OR,Polk County,"9,497",11.1
OR,Sherman County,213,11.9
OR,Tillamook County,"2,920",10.8
OR,Umatilla County,"8,605",11.7
OR,Union County,"3,250",12.6
OR,Wallowa County,821,11.6
OR,Wasco County,"3,195",12.4
OR,Washington County,"45,009",7.5
OR,Wheeler County,191,14.0
OR,Yamhill County,"8,952",8.7
PA,Pennsylvania,"1,345,976",10.9
PA,Adams County,"7,867",8.0
PA,Allegheny County,"123,280",10.5
PA,Armstrong County,"7,391",11.7
PA,Beaver County,"14,568",9.1
PA,Bedford County,"5,177",11.0
PA,Berks County,"44,744",10.9
PA,Blair County,"13,608",11.6
PA,Bradford County,"6,364",10.7
PA,Bucks County,"36,950",6.0
PA,Butler County,"13,624",7.4
PA,Cambria County,"15,360",12.5
PA,Cameron County,574,13.5
PA,Carbon County,"7,168",11.3
PA,Centre County,"18,339",12.9
PA,Chester County,"26,903",5.2
PA,Clarion County,"4,689",12.8
PA,Clearfield County,"10,386",14.3
PA,Clinton County,"4,835",13.4
PA,Columbia County,"7,149",11.7
PA,Crawford County,"10,190",12.7
PA,Cumberland County,"18,630",7.6
PA,Dauphin County,"31,903",11.6
PA,Delaware County,"50,715",9.3
PA,Elk County,"2,426",8.3
PA,Erie County,"34,469",13.4
PA,Fayette County,"23,301",18.7
PA,Forest County,"1,037",22.9
PA,Franklin County,"14,354",9.4
PA,Fulton County,"1,516",10.6
PA,Greene County,"4,154",12.7
PA,Huntingdon County,"4,234",10.7
PA,Indiana County,"10,570",13.4
PA,Jefferson County,"4,669",11.0
PA,Juniata County,"2,423",10.0
PA,Lackawanna County,"24,549",12.2
PA,Lancaster County,"40,963",7.7
PA,Lawrence County,"10,676",12.9
PA,Lebanon County,"12,360",9.0
PA,Lehigh County,"42,385",11.7
PA,Luzerne County,"46,287",15.1
PA,Lycoming County,"14,273",13.2
PA,Mc Kean County,"5,187",13.9
PA,Mercer County,"12,677",12.4
PA,Mifflin County,"5,992",13.2
PA,Monroe County,"17,353",10.5
PA,Montgomery County,"45,874",5.6
PA,Montour County,"1,551",9.0
PA,Northampton County,"22,304",7.6
PA,Northumberland County,"10,489",12.1
PA,Perry County,"3,858",8.5
PA,Philadelphia County,"296,836",19.4
PA,Pike County,"5,143",9.3
PA,Potter County,"1,977",12.2
PA,Schuylkill County,"16,956",12.7
PA,Snyder County,"3,797",10.1
PA,Somerset County,"7,952",11.7
PA,Sullivan County,708,12.3
PA,Susquehanna County,"4,580",11.6
PA,Tioga County,"4,493",11.5
PA,Union County,"3,997",11.1
PA,Venango County,"6,886",14.0
PA,Warren County,"4,232",11.1
PA,Washington County,"17,444",8.6
